analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_c,6.0,6.3,3.1,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_d,41.0,23.0,5.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_e,59.0,40.0,8.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_f,21.0,15.0,4.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_a,3.0,4.0,1.6,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_b,3.0,3.6,1.3,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_c,9.0,7.8,2.7,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_d,13.0,13.6,2.9,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_e,9.0,7.9,1.6,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_f,6.0,7.8,1.6,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_g,8.0,6.8,1.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_h,6.0,6.1,1.2,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_a,8.0,4.0,1.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_b,5.0,5.3,2.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_c,15.0,9.1,2.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_d,19.0,21.0,5.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_e,30.0,27.0,5.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_f,24.0,17.8,3.1,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_g,32.0,23.0,4.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_h,11.0,19.2,2.7,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_a,10.0,11.6,3.2,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_b,3.0,6.9,1.9,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_c,11.0,7.1,1.7,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_d,12.0,15.4,2.5,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_e,9.0,12.5,2.2,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_f,11.0,11.3,1.9,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_g,10.0,12.4,2.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_h,8.0,6.8,1.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_a,3.0,7.0,1.6,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_b,6.0,4.4,1.2,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_c,15.0,11.8,2.1,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_d,23.0,25.9,3.4,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_e,37.0,36.0,5.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_f,44.0,35.0,4.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_g,41.0,34.0,4.0,,,,2.0,,
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_h,28.0,24.8,2.9,,,,2.0,,
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_1l1T,80.0,67.0,8.9,,,,1.0,,
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_high,134.0,137.0,8.8,,,,2.0,,
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_low,199.0,198.3,11.8,,,,2.0,,
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_med,170.0,112.4,12.6,,,,2.0,,
ATLAS-SUSY-2018-19-eff,ATLAS,13.0,136.0,SR_EW,3.0,3.0,0.7,,,,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd1,34.0,30.0,5.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd2,68.0,52.0,6.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd3,227.0,223.0,17.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd4,291.0,298.0,23.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo1,6.0,5.5,1.5,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo2,25.0,18.0,2.4,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo3,80.0,85.0,9.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo4,135.0,159.0,16.0,,,,,,disappearing_track
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_1600,2111.0,2190.0,130.0,,1600.0,2.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_2200,971.0,980.0,50.0,,2200.0,2.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_2800,78.0,87.0,8.0,,2800.0,2.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_1000,535.0,536.0,32.0,,1000.0,4.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_2200,60.0,60.0,5.0,,2200.0,4.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_3400,4.0,5.7,1.0,,3400.0,4.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR5j_1600,320.0,319.0,20.0,,1600.0,5.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_1000,25.0,21.0,3.0,,1000.0,6.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_2200,5.0,4.6,1.0,,2200.0,6.0,,,
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_3400,0.0,0.8,0.4,,3400.0,6.0,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-1600-16,908.0,928.2628,18.5602,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-1600-22,2108.0,2072.7708,35.2661,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2200-16,107.0,117.3536,3.9088,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2200-22,406.0,394.1684,9.6588,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2800-16,37.0,26.7127,1.754,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2800-22,85.0,90.6329,5.7279,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-1600-16,274.0,279.5733,9.342,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-1600-22,213.0,211.0109,8.9229,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2200-16,54.0,55.1914,2.7669,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2200-22,98.0,93.3367,4.3873,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2800-16,16.0,12.6915,1.0902,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2800-22,25.0,30.9677,2.085,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-1600-16,126.0,131.868,5.2999,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-1600-22,51.0,50.9501,2.8534,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2200-16,57.0,56.4783,2.9752,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2200-22,47.0,43.6002,2.6846,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2800-16,15.0,15.1053,1.1821,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2800-22,24.0,22.1826,1.6744,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-10,1281.0,1269.9038,26.3182,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-16,240.0,256.2275,9.0993,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-22,35.0,30.755,4.1179,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-10,228.0,233.2226,8.3779,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-16,95.0,102.5706,3.6942,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-22,44.0,44.8465,2.9198,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-10,57.0,42.0372,3.3779,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-16,23.0,21.4635,1.3593,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-22,15.0,16.4353,1.4234,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-10,4.0,5.6311,0.7908,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-16,5.0,4.7604,0.7823,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-22,8.0,4.6639,0.5151,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-10,2.0,1.0376,0.2528,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-16,1.0,0.9534,0.6673,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-22,0.0,1.3007,0.4019,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-10,0.0,0.2756,0.0886,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-16,0.0,0.1704,0.062,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-22,1.0,0.367,0.0926,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-10,6986.0,6984.4422,69.6213,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-16,2537.0,2568.2614,35.7391,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-22,1289.0,1289.1242,20.2679,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-10,926.0,896.679,16.784,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-16,526.0,535.3322,9.1813,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-22,638.0,613.1204,10.0645,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2200-16,55.0,64.7879,2.3285,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2200-22,146.0,141.704,4.4561,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2800-16,17.0,14.4722,1.2974,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2800-22,29.0,35.119,2.0442,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-3400-22,3.0,3.4059,0.4404,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-3400-28,6.0,10.5836,1.1423,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-4000-22,1.0,0.984,0.3924,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-4000-28,5.0,4.0338,0.6731,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-10,7769.0,7793.7288,72.9798,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-16,4286.0,4197.9972,47.2762,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-22,858.0,843.6757,17.9625,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-10,819.0,859.5696,16.6523,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-16,461.0,496.2411,10.0148,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-22,485.0,466.5473,9.7426,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2200-16,71.0,69.7056,2.6158,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2200-22,113.0,120.3217,3.8564,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2800-16,17.0,14.0991,1.0051,,,,,,
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2800-22,25.0,27.7629,1.5993,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRA_H,2.0,3.0,1.5,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRA_L,12.0,8.4,1.7,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRA_M,3.0,5.7,0.8,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRB,3.0,3.3,0.9,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRC_22,28.0,21.2,4.1,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRC_24,12.0,10.6,2.3,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRC_26,4.0,3.7,0.9,,,,,,
ATLAS-SUSY-2018-31-eff,ATLAS,13.0,139.0,SRC_28,3.0,2.4,0.6,,,,,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[100,105)",14.0,14.0,4.0,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[105,110)",14.0,11.3,2.9,,,0.0,2.0,0.0,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[110,120)",19.0,20.0,4.0,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[120,140)",16.0,21.7,3.0,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[140,160)",11.0,11.0,2.0,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[160,180)",8.0,6.3,0.9,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[180,220)",9.0,6.5,1.2,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[220,260)",0.0,3.2,0.6,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-0J_mt2=[260,inf)",4.0,2.9,0.5,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[100,105)",12.0,14.7,2.9,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[105,110)",12.0,9.9,2.0,,,1.0,2.0,1.0,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[110,120)",14.0,14.3,2.4,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[120,140)",15.0,14.8,2.2,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[140,160)",7.0,6.5,1.0,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[160,180)",4.0,4.4,0.9,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[180,220)",5.0,5.6,1.0,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[220,260)",3.0,2.4,0.7,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-DF-1J_mt2=[260,inf)",3.0,2.7,0.8,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[100,105)",14.0,15.8,2.3,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[105,110)",15.0,13.9,1.9,,,0.0,2.0,0.0,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[110,120)",24.0,26.9,3.2,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[120,140)",37.0,33.3,3.4,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[140,160)",20.0,17.4,2.4,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[160,180)",12.0,10.4,1.2,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[180,220)",12.0,13.4,1.6,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[220,260)",5.0,6.7,1.1,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-0J_mt2=[260,inf)",8.0,6.8,1.0,,,0.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[100,105)",12.0,17.0,4.0,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[105,110)",13.0,13.7,2.5,,,1.0,2.0,1.0,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[110,120)",30.0,17.0,4.0,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[120,140)",21.0,23.3,2.8,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[140,160)",15.0,17.0,2.3,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[160,180)",11.0,9.4,1.9,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[180,220)",8.0,12.3,1.6,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[220,260)",5.0,6.5,1.4,,,1.0,2.0,,
ATLAS-SUSY-2018-32-eff,ATLAS,13.0,139.0,"SR-SF-1J_mt2=[260,inf)",5.0,8.0,2.7,,,1.0,2.0,,
ATLAS-SUSY-2018-33-eff,ATLAS,13.0,136.0,SR_MET,0.0,0.43,0.2262741699796952,,,,,,
ATLAS-SUSY-2018-33-eff,ATLAS,13.0,136.0,SR_MU,1.0,1.88,0.3440930106817051,,,,,,
ATLAS-SUSY-2018-40-eff,ATLAS,13.0,139.0,MultiBin1,3.0,2.7,1.1,,,,,,
ATLAS-SUSY-2018-40-eff,ATLAS,13.0,139.0,MultiBin2,1.0,3.5,1.6,,,,,,
ATLAS-SUSY-2018-40-eff,ATLAS,13.0,139.0,MultiBin3,3.0,1.5,0.6,,,,,,
ATLAS-SUSY-2018-40-eff,ATLAS,13.0,139.0,SingleBin,4.0,3.8,1.5,,,,,,
ATLAS-SUSY-2018-41-eff,ATLAS,13.0,139.0,SR-2B2Q-VZ,2.0,2.1994,0.55668,,,,,2.0,
ATLAS-SUSY-2018-41-eff,ATLAS,13.0,139.0,SR-2B2Q-Vh,1.0,2.4947,0.78334,,,,,2.0,
ATLAS-SUSY-2018-41-eff,ATLAS,13.0,139.0,SR-4Q-VV,3.0,3.8697,0.76969,,,,,,
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1000_High_long,4.0,1.2,0.6,,,,,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1000_Low_long,11.0,8.6,0.8,,,,1000.0,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1100_High_long,4.0,1.0,0.5,,,,,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1100_Low_long,10.0,7.1,0.7,,,,1100.0,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1200_High_long,6.0,0.9,0.5,,,,,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1200_Low_long,10.0,6.7,1.3,,,,1200.0,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1300_High_long,6.0,0.8,0.4,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1300_Low_long,9.0,6.1,1.2,,,,1300.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1400_High_long,7.0,0.7,0.4,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1400_Low_long,8.0,5.2,1.7,,,,1400.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1500_High_long,6.0,0.6,0.4,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1500_Low_long,7.0,4.9,2.4,,,,1500.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1600_High_long,5.0,0.54,0.35,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1600_Low_long,5.0,4.2,3.4,,,,1600.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1800_High_long,4.0,0.44,0.32,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR1800_Low_long,4.0,3.0,4.0,,,,1800.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2000_High_long,3.0,0.36,0.25,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2000_Low_long,3.0,3.0,4.0,,,,2000.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR200_High_long,7.0,5.5,0.6,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR200_Low_long,54.0,63.0,4.0,,,,200.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2200_High_long,3.0,0.33,0.28,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2200_Low_long,4.0,2.0,5.0,,,,2200.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2400_High_long,3.0,0.29,0.28,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2400_Low_long,3.0,2.0,4.0,,,,2400.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2600_High_long,3.0,0.25,0.31,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2600_Low_long,1.0,2.0,4.0,,,,2600.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2800_High_long,1.0,0.2,0.4,,,,,,long_lived
